dataset,robot_type,perspective,src_img,tgt_img,action
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_1/frame_000390.png,G1edu-u3_put_the_toy_ap/images/ep_1/frame_000400.png,G1edu-u3_put_the_toy_ap/actions/ep_1/action_000390to000399.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_1/frame_000385.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_1/frame_000395.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_1/action_000385to000394.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_4/frame_001103.png,G1edu-u3_place_metal_bowl_ae/images/ep_4/frame_001113.png,G1edu-u3_place_metal_bowl_ae/actions/ep_4/action_001103to001112.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_6/frame_000960.png,AIRBOT_MMK2_mobile_car/images/ep_6/frame_000970.png,AIRBOT_MMK2_mobile_car/actions/ep_6/action_000960to000969.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_19/frame_004047.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_19/frame_004057.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_19/action_004047to004056.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_31/frame_005542.png,leju_robot_hotel_services_ah/images/ep_31/frame_005552.png,leju_robot_hotel_services_ah/actions/ep_31/action_005542to005551.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_5/frame_001750.png,G1edu-u3_put_the_water_bottle_aq/images/ep_5/frame_001760.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_5/action_001750to001759.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_9/frame_002764.png,G1edu-u3_put_the_water_bottle_aq/images/ep_9/frame_002774.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_9/action_002764to002773.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_23/frame_003653.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_23/frame_003663.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_23/action_003653to003662.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_2/frame_000804.png,G1edu-u3_pick_cup_a/images/ep_2/frame_000814.png,G1edu-u3_pick_cup_a/actions/ep_2/action_000804to000813.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_48/frame_006718.png,AIRBOT_MMK2_potato_storage/images/ep_48/frame_006728.png,AIRBOT_MMK2_potato_storage/actions/ep_48/action_006718to006727.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_10/frame_001743.png,G1edu-u3_place_metal_bowl_af/images/ep_10/frame_001753.png,G1edu-u3_place_metal_bowl_af/actions/ep_10/action_001743to001752.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_18/frame_003331.png,leju_robot_hotel_services_ah/images/ep_18/frame_003341.png,leju_robot_hotel_services_ah/actions/ep_18/action_003331to003340.npy
G1edu-u3_place_bottle_c,,1st,G1edu-u3_place_bottle_c/images/ep_22/frame_005564.png,G1edu-u3_place_bottle_c/images/ep_22/frame_005574.png,G1edu-u3_place_bottle_c/actions/ep_22/action_005564to005573.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_1/frame_000326.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_1/frame_000336.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_1/action_000326to000335.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_40/frame_007464.png,leju_robot_hotel_services_ah/images/ep_40/frame_007474.png,leju_robot_hotel_services_ah/actions/ep_40/action_007464to007473.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_17/frame_002850.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_17/frame_002860.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_17/action_002850to002859.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_13/frame_002561.png,G1edu-u3_put_the_bread_aw/images/ep_13/frame_002571.png,G1edu-u3_put_the_bread_aw/actions/ep_13/action_002561to002570.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_5/frame_000827.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_5/frame_000837.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_5/action_000827to000836.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_20/frame_005717.png,G1edu-u3_put_the_water_bottle_aq/images/ep_20/frame_005727.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_20/action_005717to005726.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_9/frame_001547.png,G1edu-u3_put_the_lemon_af/images/ep_9/frame_001557.png,G1edu-u3_put_the_lemon_af/actions/ep_9/action_001547to001556.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_4/frame_000751.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_4/frame_000761.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_4/action_000751to000760.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_19/frame_003714.png,G1edu-u3_put_the_bread_aw/images/ep_19/frame_003724.png,G1edu-u3_put_the_bread_aw/actions/ep_19/action_003714to003723.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_31/frame_004784.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_31/frame_004794.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_31/action_004784to004793.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_13/frame_002838.png,G1edu-u3_put_the_cup_b/images/ep_13/frame_002848.png,G1edu-u3_put_the_cup_b/actions/ep_13/action_002838to002847.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_16/frame_003505.png,G1edu-u3_put_the_cup_b/images/ep_16/frame_003515.png,G1edu-u3_put_the_cup_b/actions/ep_16/action_003505to003514.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_9/frame_003173.png,G1edu-u3_pick_up_the_toy_ai/images/ep_9/frame_003183.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_9/action_003173to003182.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_42/frame_007682.png,leju_robot_hotel_services_ah/images/ep_42/frame_007692.png,leju_robot_hotel_services_ah/actions/ep_42/action_007682to007691.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_3/frame_001068.png,G1edu-u3_pick_cup_a/images/ep_3/frame_001078.png,G1edu-u3_pick_cup_a/actions/ep_3/action_001068to001077.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_4/frame_000902.png,G1edu-u3_place_metal_bowl_af/images/ep_4/frame_000912.png,G1edu-u3_place_metal_bowl_af/actions/ep_4/action_000902to000911.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_4/frame_000654.png,G1edu-u3_place_plastic_bowl_ah/images/ep_4/frame_000664.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_4/action_000654to000663.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_9/frame_001577.png,R1_Lite_move_the_position_of_the_apple/images/ep_9/frame_001587.png,R1_Lite_move_the_position_of_the_apple/actions/ep_9/action_001577to001586.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_13/frame_004064.png,G1edu-u3_put_the_water_bottle_aq/images/ep_13/frame_004074.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_13/action_004064to004073.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_8/frame_002986.png,G1edu-u3_pick_leftover_food_ac/images/ep_8/frame_002996.png,G1edu-u3_pick_leftover_food_ac/actions/ep_8/action_002986to002995.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_18/frame_004136.png,G1edu-u3_place_apple_c/images/ep_18/frame_004146.png,G1edu-u3_place_apple_c/actions/ep_18/action_004136to004145.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_40/frame_006519.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_40/frame_006529.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_40/action_006519to006528.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_6/frame_002276.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_6/frame_002286.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_6/action_002276to002285.npy
G1edu-u3_tray_storage_lemon_a,,1st,G1edu-u3_tray_storage_lemon_a/images/ep_8/frame_001576.png,G1edu-u3_tray_storage_lemon_a/images/ep_8/frame_001586.png,G1edu-u3_tray_storage_lemon_a/actions/ep_8/action_001576to001585.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_33/frame_004319.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_33/frame_004329.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_33/action_004319to004328.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_28/frame_004309.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_28/frame_004319.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_28/action_004309to004318.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_46/frame_006305.png,AIRBOT_MMK2_mobile_car/images/ep_46/frame_006315.png,AIRBOT_MMK2_mobile_car/actions/ep_46/action_006305to006314.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_11/frame_002529.png,R1_Lite_move_the_position_of_the_cookie/images/ep_11/frame_002539.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_11/action_002529to002538.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_18/frame_003291.png,leju_robot_hotel_services_ah/images/ep_18/frame_003301.png,leju_robot_hotel_services_ah/actions/ep_18/action_003291to003300.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_15/frame_002816.png,G1edu-u3_put_the_bread_aw/images/ep_15/frame_002826.png,G1edu-u3_put_the_bread_aw/actions/ep_15/action_002816to002825.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_24/frame_003430.png,AIRBOT_MMK2_potato_storage/images/ep_24/frame_003440.png,AIRBOT_MMK2_potato_storage/actions/ep_24/action_003430to003439.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_4/frame_000677.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_4/frame_000687.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_4/action_000677to000686.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_15/frame_003372.png,R1_Lite_move_the_position_of_the_cookie/images/ep_15/frame_003382.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_15/action_003372to003381.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001683.png,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001693.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_8/action_001683to001692.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_1/frame_000473.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_1/frame_000483.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_1/action_000473to000482.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_15/frame_002798.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_15/frame_002808.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_15/action_002798to002807.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_40/frame_006429.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_40/frame_006439.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_40/action_006429to006438.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_5/frame_001680.png,G1edu-u3_put_the_water_bottle_aq/images/ep_5/frame_001690.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_5/action_001680to001689.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_15/frame_002612.png,AIRBOT_MMK2_place_the_basin/images/ep_15/frame_002622.png,AIRBOT_MMK2_place_the_basin/actions/ep_15/action_002612to002621.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_22/frame_003208.png,AIRBOT_MMK2_potato_storage/images/ep_22/frame_003218.png,AIRBOT_MMK2_potato_storage/actions/ep_22/action_003208to003217.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_45/frame_006941.png,AIRBOT_MMK2_place_the_basin/images/ep_45/frame_006951.png,AIRBOT_MMK2_place_the_basin/actions/ep_45/action_006941to006950.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_29/frame_004026.png,AIRBOT_MMK2_potato_storage/images/ep_29/frame_004036.png,AIRBOT_MMK2_potato_storage/actions/ep_29/action_004026to004035.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_2/frame_000541.png,Cobot_Magic_turn_on_the_bulb/images/ep_2/frame_000551.png,Cobot_Magic_turn_on_the_bulb/actions/ep_2/action_000541to000550.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_27/frame_004584.png,G1edu-u3_place_metal_bowl_af/images/ep_27/frame_004594.png,G1edu-u3_place_metal_bowl_af/actions/ep_27/action_004584to004593.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_17/frame_005893.png,G1edu-u3_pick_cup_a/images/ep_17/frame_005903.png,G1edu-u3_pick_cup_a/actions/ep_17/action_005893to005902.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_13/frame_003944.png,G1edu-u3_put_the_water_bottle_aq/images/ep_13/frame_003954.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_13/action_003944to003953.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_7/frame_001556.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_7/frame_001566.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_7/action_001556to001565.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_20/frame_003680.png,AIRBOT_MMK2_place_the_basin/images/ep_20/frame_003690.png,AIRBOT_MMK2_place_the_basin/actions/ep_20/action_003680to003689.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_12/frame_002461.png,leju_robot_hotel_services_ah/images/ep_12/frame_002471.png,leju_robot_hotel_services_ah/actions/ep_12/action_002461to002470.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_23/frame_003808.png,AIRBOT_MMK2_close_the_computer/images/ep_23/frame_003818.png,AIRBOT_MMK2_close_the_computer/actions/ep_23/action_003808to003817.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_29/frame_004911.png,leju_robot_hotel_services_ah/images/ep_29/frame_004921.png,leju_robot_hotel_services_ah/actions/ep_29/action_004911to004920.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_8/frame_002856.png,G1edu-u3_pick_leftover_food_ac/images/ep_8/frame_002866.png,G1edu-u3_pick_leftover_food_ac/actions/ep_8/action_002856to002865.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_15/frame_003248.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_15/frame_003258.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_15/action_003248to003257.npy
G1edu-u3_place_bottle_c,,1st,G1edu-u3_place_bottle_c/images/ep_1/frame_000281.png,G1edu-u3_place_bottle_c/images/ep_1/frame_000291.png,G1edu-u3_place_bottle_c/actions/ep_1/action_000281to000290.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_2/frame_000675.png,G1edu-u3_place_metal_bowl_ae/images/ep_2/frame_000685.png,G1edu-u3_place_metal_bowl_ae/actions/ep_2/action_000675to000684.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_13/frame_002879.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_13/frame_002889.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_13/action_002879to002888.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_2/frame_000638.png,G1edu-u3_pick_empty_bottle_ab/images/ep_2/frame_000648.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_2/action_000638to000647.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_11/frame_002933.png,G1edu-u3_little_tray_storage_apple_b/images/ep_11/frame_002943.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_11/action_002933to002942.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_27/frame_004742.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_27/frame_004752.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_27/action_004742to004751.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_6/frame_001839.png,G1edu-u3_little_tray_storage_apple_b/images/ep_6/frame_001849.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_6/action_001839to001848.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_001976.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_001986.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_8/action_001976to001985.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_10/frame_002077.png,G1edu-u3_place_plastic_bowl_ag/images/ep_10/frame_002087.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_10/action_002077to002086.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_0/frame_000090.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_0/frame_000100.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_0/action_000090to000099.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_27/frame_004261.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_27/frame_004271.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_27/action_004261to004270.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_29/frame_006224.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_29/frame_006234.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_29/action_006224to006233.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_6/frame_001086.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_6/frame_001096.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_6/action_001086to001095.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_45/frame_007047.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_45/frame_007057.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_45/action_007047to007056.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_25/frame_004365.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_25/frame_004375.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_25/action_004365to004374.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_9/frame_002717.png,G1edu-u3_pick_empty_bottle_ab/images/ep_9/frame_002727.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_9/action_002717to002726.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_7/frame_001052.png,AIRBOT_MMK2_mobile_car/images/ep_7/frame_001062.png,AIRBOT_MMK2_mobile_car/actions/ep_7/action_001052to001061.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_2/frame_000830.png,G1edu-u3_put_the_water_bottle_aq/images/ep_2/frame_000840.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_2/action_000830to000839.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_23/frame_003685.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_23/frame_003695.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_23/action_003685to003694.npy
