dataset,task_id,episode_id,perspective,robot_type,src_img,tgt_img,action
task_593,593,805706,1st,a2d,task_593/images/ep_805706/frame_000675.png,task_593/images/ep_805706/frame_000720.png,task_593/actions/ep_805706/action_000675to000719.npy
task_785,785,914945,1st,a2d,task_785/images/ep_914945/frame_002475.png,task_785/images/ep_914945/frame_002520.png,task_785/actions/ep_914945/action_002475to002519.npy
task_567,567,799953,1st,a2d,task_567/images/ep_799953/frame_000270.png,task_567/images/ep_799953/frame_000315.png,task_567/actions/ep_799953/action_000270to000314.npy
task_582,582,803843,1st,a2d,task_582/images/ep_803843/frame_000540.png,task_582/images/ep_803843/frame_000585.png,task_582/actions/ep_803843/action_000540to000584.npy
task_374,374,649507,1st,a2d,task_374/images/ep_649507/frame_000630.png,task_374/images/ep_649507/frame_000675.png,task_374/actions/ep_649507/action_000630to000674.npy
task_542,542,778775,1st,a2d,task_542/images/ep_778775/frame_000675.png,task_542/images/ep_778775/frame_000720.png,task_542/actions/ep_778775/action_000675to000719.npy
task_593,593,803603,1st,a2d,task_593/images/ep_803603/frame_000360.png,task_593/images/ep_803603/frame_000405.png,task_593/actions/ep_803603/action_000360to000404.npy
task_593,593,804373,1st,a2d,task_593/images/ep_804373/frame_000585.png,task_593/images/ep_804373/frame_000630.png,task_593/actions/ep_804373/action_000585to000629.npy
task_584,584,814517,1st,a2d,task_584/images/ep_814517/frame_000990.png,task_584/images/ep_814517/frame_001035.png,task_584/actions/ep_814517/action_000990to001034.npy
task_734,734,882079,1st,a2d,task_734/images/ep_882079/frame_000000.png,task_734/images/ep_882079/frame_000045.png,task_734/actions/ep_882079/action_000000to000044.npy
task_582,582,805503,1st,a2d,task_582/images/ep_805503/frame_000135.png,task_582/images/ep_805503/frame_000180.png,task_582/actions/ep_805503/action_000135to000179.npy
task_575,575,807405,1st,a2d,task_575/images/ep_807405/frame_000225.png,task_575/images/ep_807405/frame_000270.png,task_575/actions/ep_807405/action_000225to000269.npy
task_590,590,804429,1st,a2d,task_590/images/ep_804429/frame_000810.png,task_590/images/ep_804429/frame_000855.png,task_590/actions/ep_804429/action_000810to000854.npy
task_429,429,684505,1st,a2d,task_429/images/ep_684505/frame_000180.png,task_429/images/ep_684505/frame_000225.png,task_429/actions/ep_684505/action_000180to000224.npy
task_717,717,872411,1st,a2d,task_717/images/ep_872411/frame_000900.png,task_717/images/ep_872411/frame_000945.png,task_717/actions/ep_872411/action_000900to000944.npy
task_573,573,795731,1st,a2d,task_573/images/ep_795731/frame_000855.png,task_573/images/ep_795731/frame_000900.png,task_573/actions/ep_795731/action_000855to000899.npy
task_573,573,795967,1st,a2d,task_573/images/ep_795967/frame_000495.png,task_573/images/ep_795967/frame_000540.png,task_573/actions/ep_795967/action_000495to000539.npy
task_573,573,794912,1st,a2d,task_573/images/ep_794912/frame_001170.png,task_573/images/ep_794912/frame_001215.png,task_573/actions/ep_794912/action_001170to001214.npy
task_429,429,684445,1st,a2d,task_429/images/ep_684445/frame_000945.png,task_429/images/ep_684445/frame_000990.png,task_429/actions/ep_684445/action_000945to000989.npy
task_593,593,803990,1st,a2d,task_593/images/ep_803990/frame_000585.png,task_593/images/ep_803990/frame_000630.png,task_593/actions/ep_803990/action_000585to000629.npy
task_590,590,803365,1st,a2d,task_590/images/ep_803365/frame_000765.png,task_590/images/ep_803365/frame_000810.png,task_590/actions/ep_803365/action_000765to000809.npy
task_584,584,813856,1st,a2d,task_584/images/ep_813856/frame_001035.png,task_584/images/ep_813856/frame_001080.png,task_584/actions/ep_813856/action_001035to001079.npy
task_573,573,795635,1st,a2d,task_573/images/ep_795635/frame_001440.png,task_573/images/ep_795635/frame_001485.png,task_573/actions/ep_795635/action_001440to001484.npy
task_717,717,872332,1st,a2d,task_717/images/ep_872332/frame_000000.png,task_717/images/ep_872332/frame_000045.png,task_717/actions/ep_872332/action_000000to000044.npy
task_575,575,806774,1st,a2d,task_575/images/ep_806774/frame_000450.png,task_575/images/ep_806774/frame_000495.png,task_575/actions/ep_806774/action_000450to000494.npy
task_575,575,807596,1st,a2d,task_575/images/ep_807596/frame_000045.png,task_575/images/ep_807596/frame_000090.png,task_575/actions/ep_807596/action_000045to000089.npy
task_587,587,803533,1st,a2d,task_587/images/ep_803533/frame_000810.png,task_587/images/ep_803533/frame_000855.png,task_587/actions/ep_803533/action_000810to000854.npy
task_429,429,684583,1st,a2d,task_429/images/ep_684583/frame_000450.png,task_429/images/ep_684583/frame_000495.png,task_429/actions/ep_684583/action_000450to000494.npy
task_584,584,818814,1st,a2d,task_584/images/ep_818814/frame_001890.png,task_584/images/ep_818814/frame_001935.png,task_584/actions/ep_818814/action_001890to001934.npy
task_619,619,840083,1st,a2d,task_619/images/ep_840083/frame_001215.png,task_619/images/ep_840083/frame_001260.png,task_619/actions/ep_840083/action_001215to001259.npy
task_374,374,649245,1st,a2d,task_374/images/ep_649245/frame_000225.png,task_374/images/ep_649245/frame_000270.png,task_374/actions/ep_649245/action_000225to000269.npy
task_593,593,803531,1st,a2d,task_593/images/ep_803531/frame_000675.png,task_593/images/ep_803531/frame_000720.png,task_593/actions/ep_803531/action_000675to000719.npy
task_573,573,795189,1st,a2d,task_573/images/ep_795189/frame_000990.png,task_573/images/ep_795189/frame_001035.png,task_573/actions/ep_795189/action_000990to001034.npy
task_619,619,839889,1st,a2d,task_619/images/ep_839889/frame_000450.png,task_619/images/ep_839889/frame_000495.png,task_619/actions/ep_839889/action_000450to000494.npy
task_446,446,687527,1st,a2d,task_446/images/ep_687527/frame_000495.png,task_446/images/ep_687527/frame_000540.png,task_446/actions/ep_687527/action_000495to000539.npy
task_388,388,691251,1st,a2d,task_388/images/ep_691251/frame_000000.png,task_388/images/ep_691251/frame_000045.png,task_388/actions/ep_691251/action_000000to000044.npy
task_374,374,649085,1st,a2d,task_374/images/ep_649085/frame_000360.png,task_374/images/ep_649085/frame_000405.png,task_374/actions/ep_649085/action_000360to000404.npy
task_582,582,805546,1st,a2d,task_582/images/ep_805546/frame_000135.png,task_582/images/ep_805546/frame_000180.png,task_582/actions/ep_805546/action_000135to000179.npy
task_587,587,804551,1st,a2d,task_587/images/ep_804551/frame_000000.png,task_587/images/ep_804551/frame_000045.png,task_587/actions/ep_804551/action_000000to000044.npy
task_582,582,802372,1st,a2d,task_582/images/ep_802372/frame_000315.png,task_582/images/ep_802372/frame_000360.png,task_582/actions/ep_802372/action_000315to000359.npy
task_429,429,689579,1st,a2d,task_429/images/ep_689579/frame_000270.png,task_429/images/ep_689579/frame_000315.png,task_429/actions/ep_689579/action_000270to000314.npy
task_785,785,916775,1st,a2d,task_785/images/ep_916775/frame_002475.png,task_785/images/ep_916775/frame_002520.png,task_785/actions/ep_916775/action_002475to002519.npy
task_734,734,887352,1st,a2d,task_734/images/ep_887352/frame_000225.png,task_734/images/ep_887352/frame_000270.png,task_734/actions/ep_887352/action_000225to000269.npy
task_604,604,854113,1st,a2d,task_604/images/ep_854113/frame_001260.png,task_604/images/ep_854113/frame_001305.png,task_604/actions/ep_854113/action_001260to001304.npy
task_734,734,884621,1st,a2d,task_734/images/ep_884621/frame_000000.png,task_734/images/ep_884621/frame_000045.png,task_734/actions/ep_884621/action_000000to000044.npy
task_575,575,808544,1st,a2d,task_575/images/ep_808544/frame_000765.png,task_575/images/ep_808544/frame_000810.png,task_575/actions/ep_808544/action_000765to000809.npy
task_619,619,840089,1st,a2d,task_619/images/ep_840089/frame_000585.png,task_619/images/ep_840089/frame_000630.png,task_619/actions/ep_840089/action_000585to000629.npy
task_587,587,803984,1st,a2d,task_587/images/ep_803984/frame_000405.png,task_587/images/ep_803984/frame_000450.png,task_587/actions/ep_803984/action_000405to000449.npy
task_719,719,870677,1st,a2d,task_719/images/ep_870677/frame_000225.png,task_719/images/ep_870677/frame_000270.png,task_719/actions/ep_870677/action_000225to000269.npy
task_785,785,918513,1st,a2d,task_785/images/ep_918513/frame_001800.png,task_785/images/ep_918513/frame_001845.png,task_785/actions/ep_918513/action_001800to001844.npy
task_584,584,813174,1st,a2d,task_584/images/ep_813174/frame_000495.png,task_584/images/ep_813174/frame_000540.png,task_584/actions/ep_813174/action_000495to000539.npy
task_593,593,802894,1st,a2d,task_593/images/ep_802894/frame_000540.png,task_593/images/ep_802894/frame_000585.png,task_593/actions/ep_802894/action_000540to000584.npy
task_785,785,922731,1st,a2d,task_785/images/ep_922731/frame_002160.png,task_785/images/ep_922731/frame_002205.png,task_785/actions/ep_922731/action_002160to002204.npy
task_587,587,804908,1st,a2d,task_587/images/ep_804908/frame_000945.png,task_587/images/ep_804908/frame_000990.png,task_587/actions/ep_804908/action_000945to000989.npy
task_446,446,691039,1st,a2d,task_446/images/ep_691039/frame_000990.png,task_446/images/ep_691039/frame_001035.png,task_446/actions/ep_691039/action_000990to001034.npy
task_734,734,887720,1st,a2d,task_734/images/ep_887720/frame_000045.png,task_734/images/ep_887720/frame_000090.png,task_734/actions/ep_887720/action_000045to000089.npy
task_388,388,690917,1st,a2d,task_388/images/ep_690917/frame_000045.png,task_388/images/ep_690917/frame_000090.png,task_388/actions/ep_690917/action_000045to000089.npy
task_604,604,853905,1st,a2d,task_604/images/ep_853905/frame_002115.png,task_604/images/ep_853905/frame_002160.png,task_604/actions/ep_853905/action_002115to002159.npy
task_582,582,803087,1st,a2d,task_582/images/ep_803087/frame_000675.png,task_582/images/ep_803087/frame_000720.png,task_582/actions/ep_803087/action_000675to000719.npy
task_542,542,923243,1st,a2d,task_542/images/ep_923243/frame_000045.png,task_542/images/ep_923243/frame_000090.png,task_542/actions/ep_923243/action_000045to000089.npy
task_429,429,690957,1st,a2d,task_429/images/ep_690957/frame_000675.png,task_429/images/ep_690957/frame_000720.png,task_429/actions/ep_690957/action_000675to000719.npy
task_593,593,805738,1st,a2d,task_593/images/ep_805738/frame_000765.png,task_593/images/ep_805738/frame_000810.png,task_593/actions/ep_805738/action_000765to000809.npy
task_593,593,845813,1st,a2d,task_593/images/ep_845813/frame_001125.png,task_593/images/ep_845813/frame_001170.png,task_593/actions/ep_845813/action_001125to001169.npy
task_604,604,853905,1st,a2d,task_604/images/ep_853905/frame_001440.png,task_604/images/ep_853905/frame_001485.png,task_604/actions/ep_853905/action_001440to001484.npy
task_587,587,803622,1st,a2d,task_587/images/ep_803622/frame_001035.png,task_587/images/ep_803622/frame_001080.png,task_587/actions/ep_803622/action_001035to001079.npy
task_374,374,656486,1st,a2d,task_374/images/ep_656486/frame_000000.png,task_374/images/ep_656486/frame_000045.png,task_374/actions/ep_656486/action_000000to000044.npy
task_374,374,649052,1st,a2d,task_374/images/ep_649052/frame_000225.png,task_374/images/ep_649052/frame_000270.png,task_374/actions/ep_649052/action_000225to000269.npy
task_619,619,840038,1st,a2d,task_619/images/ep_840038/frame_000090.png,task_619/images/ep_840038/frame_000135.png,task_619/actions/ep_840038/action_000090to000134.npy
task_593,593,805508,1st,a2d,task_593/images/ep_805508/frame_000270.png,task_593/images/ep_805508/frame_000315.png,task_593/actions/ep_805508/action_000270to000314.npy
task_584,584,813010,1st,a2d,task_584/images/ep_813010/frame_000270.png,task_584/images/ep_813010/frame_000315.png,task_584/actions/ep_813010/action_000270to000314.npy
task_734,734,882052,1st,a2d,task_734/images/ep_882052/frame_000360.png,task_734/images/ep_882052/frame_000405.png,task_734/actions/ep_882052/action_000360to000404.npy
task_590,590,803954,1st,a2d,task_590/images/ep_803954/frame_000720.png,task_590/images/ep_803954/frame_000765.png,task_590/actions/ep_803954/action_000720to000764.npy
task_593,593,805735,1st,a2d,task_593/images/ep_805735/frame_000855.png,task_593/images/ep_805735/frame_000900.png,task_593/actions/ep_805735/action_000855to000899.npy
task_542,542,777400,1st,a2d,task_542/images/ep_777400/frame_000810.png,task_542/images/ep_777400/frame_000855.png,task_542/actions/ep_777400/action_000810to000854.npy
task_567,567,797826,1st,a2d,task_567/images/ep_797826/frame_000405.png,task_567/images/ep_797826/frame_000450.png,task_567/actions/ep_797826/action_000405to000449.npy
task_785,785,919444,1st,a2d,task_785/images/ep_919444/frame_004815.png,task_785/images/ep_919444/frame_004860.png,task_785/actions/ep_919444/action_004815to004859.npy
task_388,388,691143,1st,a2d,task_388/images/ep_691143/frame_000360.png,task_388/images/ep_691143/frame_000405.png,task_388/actions/ep_691143/action_000360to000404.npy
task_446,446,690932,1st,a2d,task_446/images/ep_690932/frame_000495.png,task_446/images/ep_690932/frame_000540.png,task_446/actions/ep_690932/action_000495to000539.npy
task_587,587,805160,1st,a2d,task_587/images/ep_805160/frame_000630.png,task_587/images/ep_805160/frame_000675.png,task_587/actions/ep_805160/action_000630to000674.npy
task_734,734,885021,1st,a2d,task_734/images/ep_885021/frame_000540.png,task_734/images/ep_885021/frame_000585.png,task_734/actions/ep_885021/action_000540to000584.npy
task_590,590,805707,1st,a2d,task_590/images/ep_805707/frame_000045.png,task_590/images/ep_805707/frame_000090.png,task_590/actions/ep_805707/action_000045to000089.npy
task_575,575,808257,1st,a2d,task_575/images/ep_808257/frame_000585.png,task_575/images/ep_808257/frame_000630.png,task_575/actions/ep_808257/action_000585to000629.npy
task_785,785,914945,1st,a2d,task_785/images/ep_914945/frame_003825.png,task_785/images/ep_914945/frame_003870.png,task_785/actions/ep_914945/action_003825to003869.npy
task_587,587,804259,1st,a2d,task_587/images/ep_804259/frame_000585.png,task_587/images/ep_804259/frame_000630.png,task_587/actions/ep_804259/action_000585to000629.npy
task_719,719,874346,1st,a2d,task_719/images/ep_874346/frame_000360.png,task_719/images/ep_874346/frame_000405.png,task_719/actions/ep_874346/action_000360to000404.npy
task_582,582,803658,1st,a2d,task_582/images/ep_803658/frame_000585.png,task_582/images/ep_803658/frame_000630.png,task_582/actions/ep_803658/action_000585to000629.npy
task_590,590,805210,1st,a2d,task_590/images/ep_805210/frame_000900.png,task_590/images/ep_805210/frame_000945.png,task_590/actions/ep_805210/action_000900to000944.npy
task_785,785,919993,1st,a2d,task_785/images/ep_919993/frame_000315.png,task_785/images/ep_919993/frame_000360.png,task_785/actions/ep_919993/action_000315to000359.npy
task_429,429,684524,1st,a2d,task_429/images/ep_684524/frame_000810.png,task_429/images/ep_684524/frame_000855.png,task_429/actions/ep_684524/action_000810to000854.npy
task_575,575,807138,1st,a2d,task_575/images/ep_807138/frame_000630.png,task_575/images/ep_807138/frame_000675.png,task_575/actions/ep_807138/action_000630to000674.npy
task_542,542,770826,1st,a2d,task_542/images/ep_770826/frame_001215.png,task_542/images/ep_770826/frame_001260.png,task_542/actions/ep_770826/action_001215to001259.npy
task_584,584,819521,1st,a2d,task_584/images/ep_819521/frame_000585.png,task_584/images/ep_819521/frame_000630.png,task_584/actions/ep_819521/action_000585to000629.npy
task_542,542,777820,1st,a2d,task_542/images/ep_777820/frame_000945.png,task_542/images/ep_777820/frame_000990.png,task_542/actions/ep_777820/action_000945to000989.npy
task_719,719,873654,1st,a2d,task_719/images/ep_873654/frame_000045.png,task_719/images/ep_873654/frame_000090.png,task_719/actions/ep_873654/action_000045to000089.npy
task_619,619,840072,1st,a2d,task_619/images/ep_840072/frame_000270.png,task_619/images/ep_840072/frame_000315.png,task_619/actions/ep_840072/action_000270to000314.npy
task_590,590,802466,1st,a2d,task_590/images/ep_802466/frame_000585.png,task_590/images/ep_802466/frame_000630.png,task_590/actions/ep_802466/action_000585to000629.npy
